AreaID;AreaCode;SiteName;Country;State/Province;Latitude;Longitude;Lat10;Long10;Altitude;Alt SRTM;Domain;DomN;EcoUnit;FitGeoN;Asp Ocean;Thermic realm;Elevation range;Zonal Azonal;Climatic regime;Leaf flush;Vegetation physiognomy;Vegetation type;CdVg;Main vegetation type;TempCorrection;PrecipCorrection;TempAnn;TempDayRng;Isotherm;TempSeas;TempMax;TempMin;TempAnnRng;PrecAnn;PrecWetP;PrecDryP;PrecSeas;WaterDefDur;WaterDefSev;WaterExcDur;WaterExcSev;HyperSeas;DaysFrost;CloudItcp;Grassy Cover;Surface Rockiness;Ranked Rockiness;Soil Texture Class;Ranked Sand;Soil Drainage Class;Ranked Drainage;Soil Water Storage;Soil Fertility Class;Ranked TBS;Salinity Class;Ranked Salinity
895;CerGO102;Santa Terezinha de Goias, cerrado;Brasil;Goias;14°22’05”S;49°31’39”W;-14.3681;-49.5275;281;368;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;25.9;10.6;69;79;33.2;17.9;15.3;1612;337;2;91;135;172;190;838;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Hypo-Dystrophyc (0-10% TBS);5;No salinity;0
857;CerMT157;agua Boa, cerrado;Brasil;Mato Grosso;14°22’45”S;52°06’42”W;-14.3792;-52.1117;273;274;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;25.4;13.3;71;123;33.7;15;18.7;1501;266;4;83;130;150;195;708;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
896;CerGO103;Crixas, cerrado;Brasil;Goias;14°24’04”S;50°08’32”W;-14.4011;-50.1422;341;330;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;26;10.9;70;80;33.4;17.8;15.6;1490;300;2;91;140;182;185;728;0;0;0;95;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Somewhat Excessively;20;53;Dystrophic (10-25% TBS);17;No salinity;0
1002;CerMT158;Campinapolis, cerrado;Brasil;Mato Grosso;14°27’49”S;52°50’23”W;-14.4636;-52.8397;542;478;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;23.7;14.2;71;144;32.5;12.5;20;1625;285;4;82;120;122;200;813;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
861;CerMT159;Mario Viana, cerrado;Brasil;Mato Grosso;14°36’47”S;52°16’36”W;-14.6131;-52.2767;300;302;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;25.1;13.5;70;134;33.5;14.3;19.2;1500;273;4;85;130;156;195;717;0;0;0;90;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
859;CerMT160;Cocalinho, cerrado;Brasil;Mato Grosso;14°40’42”S;51°15’59”W;-14.6783;-51.2664;269;260;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;26;12;71;99;33.7;16.7;17;1563;283;4;85;135;165;190;782;0;0;0;90;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
862;CerMT161;Novo Sao Joaquim, cerrado;Brasil;Mato Grosso;14°44’28”S;52°39’58”W;-14.7411;-52.6661;258;372;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0.6;1;24.9;14.2;71;147;33.7;13.6;20.1;1589;280;5;83;125;133;195;787;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
2024;CerMT162;Nova Xavantina, cerrado;Brasil;Mato Grosso;14°51’47”S;52°22’14”W;-14.8631;-52.3706;346;320;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;24.9;13.7;71;143;33.3;13.9;19.4;1529;275;5;84;130;148;195;741;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
4551;CerGO104;Faina, cerrado;Brasil;Goias;15°28’08”S;50°19’56”W;-15.4689;-50.3322;443;396;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;25.5;10.5;69;93;32.7;17.5;15.2;1695;354;4;90;130;159;195;905;0;0;0;95;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Hypo-Dystrophyc (0-10% TBS);5;No salinity;0
868;CerMT163;General Carneiro, cerrado;Brasil;Mato Grosso;15°39’33”S;52°41’07”W;-15.6592;-52.6853;444;383;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;23.8;14.7;68;179;33.4;11.7;21.7;1566;291;5;85;120;122;190;767;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
4552;CerGO105;Aragarças, cerrado;Brasil;Goias;16°01’25”S;52°15’29”W;-16.0236;-52.2581;368;363;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;25.3;12.6;67;137;33.3;14.5;18.8;1546;312;5;86;125;134;190;754;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Hypo-Dystrophyc (0-10% TBS);5;No salinity;0
4773;CerMT164;Guiratinga, cerrado;Brasil;Mato Grosso;16°09’38”S;53°31’04”W;-16.1606;-53.5178;491;473;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;23.1;14;67;184;32.4;11.4;21;1747;326;11;82;105;83;200;897;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
906;CerGO106;Ipora, cerrado;Brasil;Goias;16°24’22”S;51°03’19”W;-16.4061;-51.0553;522;552;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;24.6;11.4;70;106;32;15.7;16.3;1620;340;4;89;130;128;190;817;0;0;0;95;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Somewhat Excessively;20;53;Dystrophic (10-25% TBS);17;No salinity;0
907;CerGO107;Baliza, cerrado;Brasil;Goias;16°29’29”S;52°23’33”W;-16.4914;-52.3925;583;603;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;23.7;12.9;69;141;31.8;13.2;18.6;1623;318;8;84;115;106;190;797;0;0;0;85;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Somewhat Excessively;20;41;Dystrophic (10-25% TBS);17;No salinity;0
867;CerMT165;Primavera do Leste, cerrado;Brasil;Mato Grosso;15°36’53”S;53°59’30”W;-15.6147;-53.9917;625;610;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Seasonally dry Semideciduous Parkland Savanna;335;Savanna woodland;0;1;22;13.8;66;185;31;10.2;20.8;1749;317;5;82;110;91;205;927;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
4774;CerMT166;Ponte Branca, cerrado;Brasil;Mato Grosso;16°38’52”S;53°07’17”W;-16.6478;-53.1214;780;747;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Seasonally dry Semideciduous Parkland Savanna;335;Savanna woodland;0;1;22.3;13.5;69;160;31;11.4;19.6;1770;317;13;80;100;70;200;912;0;0;0;90;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
4775;CerMT167;Alto Garças, cerrado;Brasil;Mato Grosso;16°42’19”S;53°31’06”W;-16.7053;-53.5183;694;675;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Seasonally dry Semideciduous Parkland Savanna;335;Savanna woodland;0;1;22.6;13.4;68;167;31.3;11.6;19.7;1687;294;11;78;95;72;200;821;0;0;0;90;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
875;CerMT168;Alto Araguaia, cerrado;Brasil;Mato Grosso;17°14’53”S;53°22’25”W;-17.2481;-53.3736;757;736;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Seasonally dry Semideciduous Parkland Savanna;335;Savanna woodland;0;1;22.6;13;70;156;30.9;12.2;18.7;1677;284;12;74;95;68;205;796;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Somewhat Excessively;20;53;Dystrophic (10-25% TBS);17;No salinity;0
2260;CerGO108;Santa Rita do Araguaia, cerrado;Brasil;Goias;17°32’16”S;53°08’47”W;-17.5378;-53.1464;748;743;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Seasonally dry Semideciduous Parkland Savanna;335;Savanna woodland;0;1;22.8;12.7;69;151;30.9;12.6;18.3;1664;274;14;73;90;68;210;776;0;0;0;80;Intermediate (10-30% exposed rock);20;Sandy loam (70-80% sand);75;Somewhat Excessively;20;36;Hypo-Dystrophyc (0-10% TBS);5;No salinity;0
4776;CerMT169;Alto Taquari, cerrado;Brasil;Mato Grosso;17°42’22”S;53°15’56”W;-17.7061;-53.2656;771;770;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Seasonally dry Semideciduous Parkland Savanna;335;Savanna woodland;0;1;22.7;12.7;71;152;30.7;12.7;18;1647;267;15;71;85;64;205;751;0;0;0;85;Absent to Low (0-10% exposed rock);5;Loam (40-50% sand);45;Somewhat Excessively;20;55;Dystrophic (10-25% TBS);17;No salinity;0
5811;CerPA010;Serra das Andorinhas, cerrado rupicola;Brasil;Para;06°10’53”S;48°30’08”W;-6.1814;-48.5022;569;337;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lower tablelands;Rocky;Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lower tablelands Rocky Seasonally dry Semideciduous Parkland Savanna;343;Montane woodland;-1.2;1.08;24.1;11;77;34;31.3;17.1;14.2;1629;273;25;68;90;58;210;704;0;0;0;75;High (30-60% exposed rock);45;Sandy loam (70-80% sand);75;Excessively;5;23;Dystrophic (10-25% TBS);17;No salinity;0
4813;CerMT170;Serra do Roncador, cerrado rupicola;Brasil;Mato Grosso;15°18’43”S;52°10’38”W;-15.3119;-52.1772;634;435;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;Rocky;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Rocky Seasonally dry Semideciduous Parkland Savanna;347;Montane woodland;-1;1.06;23.6;13.2;69;144;31.8;12.7;19.1;1685;299;7;84;120;119;195;873;0;0;0;90;Very high (60-100% exposed rock);80;Sand (90-100% sand);95;Excessively;5;9;Hypo-Dystrophyc (0-10% TBS);5;No salinity;0
1990;CerGO109;Jaragua, cerrado rupicola;Brasil;Goias;15°47’33”S;49°20’35”W;-15.7925;-49.3431;962;678;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;Rocky;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Rocky Seasonally dry Semideciduous Parkland Savanna;347;Montane woodland;-1.4;1.06;22.8;9.6;67;99;29.5;15.2;14.3;1735;299;4;83;120;122;205;933;0;0;0;85;High (30-60% exposed rock);45;Sandy clay loam (60-70% sand);65;Excessively;5;25;Dystrophic (10-25% TBS);17;No salinity;0
870;CerMT171;Barra do Garças, Serra Azul, cerrado rupicola;Brasil;Mato Grosso;15°50’42”S;52°12’24”W;-15.845;-52.2067;629;573;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;Rocky;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Rocky Seasonally dry Semideciduous Parkland Savanna;347;Montane woodland;0;1;24.1;12.9;69;133;32.2;13.4;18.8;1637;313;7;84;120;119;195;828;0;0;0;85;High (30-60% exposed rock);45;Loamy sand (80-90% sand);85;Somewhat Excessively;20;28;Hypo-Dystrophyc (0-10% TBS);5;No salinity;0
2147;CerGO110;Mossamedes, cerrado rupicola;Brasil;Goias;16°03’04”S;50°06’52”W;-16.0511;-50.1144;837;793;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;Rocky;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Rocky Seasonally dry Semideciduous Parkland Savanna;347;Montane woodland;0;1;23.3;10.3;68;112;30.4;15.3;15.1;1736;342;4;86;125;124;195;934;0;0;0;90;High (30-60% exposed rock);45;Loam (40-50% sand);45;Excessively;5;30;Dystrophic (10-25% TBS);17;No salinity;0
905;CerGO111;Serra Dourada, cerrado rupicola;Brasil;Goias;16°11’53”S;50°30’59”W;-16.1981;-50.5164;661;660;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;Rocky;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Rocky Seasonally dry Semideciduous Parkland Savanna;347;Montane woodland;0;1;24;10.8;69;109;31.3;15.6;15.7;1722;356;5;89;130;132;195;922;0;0;0;90;High (30-60% exposed rock);45;Sandy clay (50-60% sand);55;Excessively;5;28;Dystrophic (10-25% TBS);17;No salinity;0
1993;CerGO112;Piranhas, cerrado rupicola;Brasil;Goias;16°26’55”S;51°53’58”W;-16.4486;-51.8994;797;639;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;Rocky;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Rocky Seasonally dry Semideciduous Parkland Savanna;347;Montane woodland;-0.8;1.04;23.2;12.1;70;123;30.9;13.5;17.4;1752;356;9;87;115;105;190;924;0;0;0;80;High (30-60% exposed rock);45;Sandy loam (70-80% sand);75;Excessively;5;23;Hypo-Dystrophyc (0-10% TBS);5;No salinity;0
910;CerGO113;Doverlandia, cerrado rupicola;Brasil;Goias;16°52’31”S;52°19’07”W;-16.8753;-52.3186;747;681;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;Rocky;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Rocky Seasonally dry Semideciduous Parkland Savanna;347;Montane woodland;0;1;23.4;12.5;70;133;31.3;13.4;17.9;1684;318;11;81;110;92;200;835;0;0;0;85;High (30-60% exposed rock);45;Silty clay loam (20-30% sand);25;Excessively;5;35;Dystrophic (10-25% TBS);17;No salinity;0
911;CerGO114;Caiaponia, cerrado rupicola;Brasil;Goias;16°55’11”S;51°49’59”W;-16.9197;-51.8331;757;704;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;Rocky;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Upper tablelands Rocky Seasonally dry Semideciduous Parkland Savanna;347;Montane woodland;0;1;23.5;12.1;72;116;31.1;14.2;16.9;1664;301;7;81;110;107;200;830;0;0;0;85;High (30-60% exposed rock);45;Silty clay loam (20-30% sand);25;Excessively;5;35;Dystrophic (10-25% TBS);17;No salinity;0
4777;CerMT172;Santa Terezinha, cerrado de murundus;Brasil;Mato Grosso;10°06’07”S;50°29’13”W;-10.1019;-50.4869;182;181;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain hummocks;Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lowland Floodplain hummocks Seasonally dry Evergreen Parkland Savanna;354;Savanna woodland;0;1;27;12.5;75;50;35.2;18.5;16.7;1841;307;3;78;115;136;215;1000;49;0;0;95;Absent to Low (0-10% exposed rock);5;Heavy clay (0-10% sand);5;Poorly;80;88;Eutrophic (50-75% TBS);67;No salinity;0
4782;CerTO043;Barreira da Cruz, cerrado de murundus;Brasil;Tocantins;10°35’05”S;50°01’16”W;-10.5847;-50.0211;182;178;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain hummocks;Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lowland Floodplain hummocks Seasonally dry Evergreen Parkland Savanna;354;Savanna woodland;0;1;27.3;12.2;74;56;35.3;18.8;16.5;1906;332;3;81;125;142;215;1079;51;0;0;95;Absent to Low (0-10% exposed rock);5;Heavy clay (0-10% sand);5;Poorly;80;88;Eutrophic (50-75% TBS);67;No salinity;0
4778;CerMT173;Luciara, cerrado de murundus;Brasil;Mato Grosso;10°56’31”S;50°49’21”W;-10.9419;-50.8225;183;182;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain hummocks;Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lowland Floodplain hummocks Seasonally dry Evergreen Parkland Savanna;354;Savanna woodland;0;1;27.5;12.2;76;70;35;18.9;16.1;1773;329;2;85;130;165;205;969;51;0;0;95;Absent to Low (0-10% exposed rock);5;Heavy clay (0-10% sand);5;Poorly;80;88;Eutrophic (50-75% TBS);67;No salinity;0
2019;CerMT174;Sao Felix do Araguaia, cerrado de murundus;Brasil;Mato Grosso;12°02’17”S;50°44’02”W;-12.0381;-50.7339;199;198;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lowland;Floodplain hummocks;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lowland Floodplain hummocks Seasonally dry Semideciduous Parkland Savanna;356;Savanna woodland;0;1;27.4;12;74;85;34.9;18.7;16.2;1680;286;3;84;130;178;205;892;51;0;0;95;Absent to Low (0-10% exposed rock);5;Heavy clay (0-10% sand);5;Poorly;80;88;Eutrophic (50-75% TBS);67;No salinity;0
4783;CerTO044;Rio Jaburu, cerrado de murundus;Brasil;Tocantins;12°01’44”S;50°23’37”W;-12.0289;-50.3936;197;198;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Floodplain hummocks;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Floodplain hummocks Seasonally dry Semideciduous Parkland Savanna;357;Savanna woodland;0;1;27.3;11.8;73;80;34.8;18.7;16.1;1722;310;3;85;130;174;205;929;51;0;0;95;Absent to Low (0-10% exposed rock);5;Heavy clay (0-10% sand);5;Poorly;80;88;Eutrophic (50-75% TBS);67;No salinity;0
2151;CerMT175;Novo Santo Antonio, cerrado de murundus;Brasil;Mato Grosso;12°17’43”S;50°59’32”W;-12.2953;-50.9922;205;203;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Floodplain hummocks;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Floodplain hummocks Seasonally dry Semideciduous Parkland Savanna;357;Savanna woodland;0;1;27.1;12.2;73;87;34.9;18.2;16.7;1616;271;3;83;130;176;205;828;50;0;0;95;Absent to Low (0-10% exposed rock);5;Heavy clay (0-10% sand);5;Poorly;80;88;Eutrophic (50-75% TBS);67;No salinity;0
2152;CerMT176;Lagoa Comprida, cerrado de murundus;Brasil;Mato Grosso;12°25’45”S;50°43’19”W;-12.4292;-50.7219;205;205;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Floodplain hummocks;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Floodplain hummocks Seasonally dry Semideciduous Parkland Savanna;357;Savanna woodland;0;1;27.1;12;73;85;34.8;18.3;16.5;1635;278;3;84;130;174;205;845;50;0;0;95;Absent to Low (0-10% exposed rock);5;Heavy clay (0-10% sand);5;Poorly;80;88;Eutrophic (50-75% TBS);67;No salinity;0
2153;CerMT177;Mortes ao Araguaia, cerrado de murundus;Brasil;Mato Grosso;12°36’55”S;50°49’24”W;-12.6153;-50.8233;209;208;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Floodplain hummocks;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Floodplain hummocks Seasonally dry Semideciduous Parkland Savanna;357;Savanna woodland;0;1;27;12.1;73;87;34.7;18.1;16.6;1627;277;3;84;130;170;200;834;49;0;0;95;Absent to Low (0-10% exposed rock);5;Heavy clay (0-10% sand);5;Poorly;80;88;Eutrophic (50-75% TBS);67;No salinity;0
4779;CerMT178;Ribeirao Cascalheira, cerrado de murundus;Brasil;Mato Grosso;13°04’36”S;51°20’23”W;-13.0767;-51.3397;227;226;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Floodplain hummocks;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Floodplain hummocks Seasonally dry Semideciduous Parkland Savanna;357;Savanna woodland;0;1;26.5;12.5;72;95;34.5;17.1;17.4;1583;279;3;84;125;157;200;783;48;0;0;95;Absent to Low (0-10% exposed rock);5;Heavy clay (0-10% sand);5;Poorly;80;88;Eutrophic (50-75% TBS);67;No salinity;0
4780;CerMT179;Rio Cristalino, cerrado de murundus;Brasil;Mato Grosso;13°59’17”S;51°15’08”W;-13.9881;-51.2522;237;240;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Floodplain hummocks;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Floodplain hummocks Seasonally dry Semideciduous Parkland Savanna;357;Savanna woodland;0;1;26.2;12.3;71;99;34.1;16.8;17.3;1558;279;4;85;130;155;190;760;47;0;0;95;Absent to Low (0-10% exposed rock);5;Heavy clay (0-10% sand);5;Poorly;80;88;Eutrophic (50-75% TBS);67;No salinity;0
4781;CerMT180;Cocalinho, cerrado de murundus;Brasil;Mato Grosso;14°48’25”S;51°36’50”W;-14.8069;-51.6139;265;265;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Floodplain hummocks;Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Floodplain hummocks Seasonally dry Semideciduous Parkland Savanna;357;Savanna woodland;0;1;25.8;12.4;71;111;33.6;16.1;17.5;1532;277;4;85;135;162;190;750;48;0;0;95;Absent to Low (0-10% exposed rock);5;Heavy clay (0-10% sand);5;Poorly;80;88;Eutrophic (50-75% TBS);67;No salinity;0
